DOI,PMID,PMCID,Year,Citation_Count,Title,Journal,Authors,Citation_Bins
10.1172/jci35342,18654667.0,PMC2483684,2008.0,209,Using transcriptional profiling to develop a diagnostic test of operational tolerance in liver transplant recipients.,,"Martínez-Llordella M, Lozano JJ, Puig-Pey I, Orlando G, Tisone G, Lerut J, Benítez C, Pons JA, Parrilla P, Ramírez P, Bruguera M, Rimola A, Sánchez-Fueyo A",100-500
10.1186/s13054-020-03179-9,32736589.0,PMC7395374,2020.0,208,Prediction of the development of acute kidney injury following cardiac surgery by machine learning.,,"Tseng PY, Chen YT, Wang CH, Chiu KM, Peng YS, Hsu SP, Chen KL, Yang CY, Lee OK",100-500
10.1021/acs.analchem.0c01394,32551560.0,,2020.0,208,Discovery of Aptamers Targeting the Receptor-Binding Domain of the SARS-CoV-2 Spike Glycoprotein.,,"Song Y, Song J, Wei X, Huang M, Sun M, Zhu L, Lin B, Shen H, Zhu Z, Yang C",100-500
10.1073/pnas.1915378117,32291335.0,PMC7196824,2020.0,208,The Diversity-Innovation Paradox in Science.,,"Hofstra B, Kulkarni VV, Munoz-Najar Galvez S, He B, Jurafsky D, McFarland DA",100-500
10.1002/widm.1312,32089788.0,PMC7017860,2019.0,208,Causability and explainability of artificial intelligence in medicine.,,"Holzinger A, Langs G, Denk H, Zatloukal K, Müller H",100-500
10.1016/j.redox.2018.05.002,29775961.0,PMC6007815,2018.0,208,"Antioxidant response elements: Discovery, classes, regulation and potential applications.",,"Raghunath A, Sundarraj K, Nagarajan R, Arfuso F, Bian J, Kumar AP, Sethi G, Perumal E",100-500
10.1053/j.gastro.2015.10.005,26460205.0,PMC4727996,2016.0,208,"Relationship Between Microbiota of the Colonic Mucosa vs Feces and Symptoms, Colonic Transit, and Methane Production in Female Patients With Chronic Constipation.",,"Parthasarathy G, Chen J, Chen X, Chia N, O'Connor HM, Wolf PG, Gaskins HR, Bharucha AE",100-500
10.1093/nar/gku436,24895432.0,PMC4086103,2014.0,208,"CFM-ID: a web server for annotation, spectrum prediction and metabolite identification from tandem mass spectra.",,"Allen F, Pon A, Wilson M, Greiner R, Wishart D",100-500
10.1107/s0909049512006395,22514183.0,PMC3408958,2012.0,208,Facilities for macromolecular crystallography at the Helmholtz-Zentrum Berlin.,,"Mueller U, Darowski N, Fuchs MR, Förster R, Hellmig M, Paithankar KS, Pühringer S, Steffien M, Zocher G, Weiss MS",100-500
10.1371/journal.pcbi.1002199,22022249.0,PMC3192813,2011.0,208,Assessing vaccination sentiments with online social media: implications for infectious disease dynamics and control.,,"Salathé M, Khandelwal S",100-500
10.1158/0008-5472.can-09-3289,20124485.0,PMC2844247,2010.0,208,A microRNA expression signature for cervical cancer prognosis.,,"Hu X, Schwarz JK, Lewis JS Jr, Huettner PC, Rader JS, Deasy JO, Grigsby PW, Wang X",100-500
10.1182/bloodadvances.2020003568,33635335.0,PMC7908851,2021.0,207,A neutrophil activation signature predicts critical illness and mortality in COVID-19.,,"Meizlish ML, Pine AB, Bishai JD, Goshua G, Nadelmann ER, Simonov M, Chang CH, Zhang H, Shallow M, Bahel P, Owusu K, Yamamoto Y, Arora T, Atri DS, Patel A, Gbyli R, Kwan J, Won CH, Dela Cruz C, Price C, Koff J, King BA, Rinder HM, Wilson FP, Hwa J, Halene S, Damsky W, van Dijk D, Lee AI, Chun HJ",100-500
10.1158/2159-8290.cd-18-0065,30361447.0,PMC6328322,2019.0,207,Homophilic CD44 Interactions Mediate Tumor Cell Aggregation and Polyclonal Metastasis in Patient-Derived Breast Cancer Models.,,"Liu X, Taftaf R, Kawaguchi M, Chang YF, Chen W, Entenberg D, Zhang Y, Gerratana L, Huang S, Patel DB, Tsui E, Adorno-Cruz V, Chirieleison SM, Cao Y, Harney AS, Patel S, Patsialou A, Shen Y, Avril S, Gilmore HL, Lathia JD, Abbott DW, Cristofanilli M, Condeelis JS, Liu H",100-500
10.1038/s41598-017-10371-5,28860628.0,PMC5579274,2017.0,207,Radiomics strategies for risk assessment of tumour failure in head-and-neck cancer.,,"Vallières M, Kay-Rivest E, Perrin LJ, Liem X, Furstoss C, Aerts HJWL, Khaouam N, Nguyen-Tan PF, Wang CS, Sultanem K, Seuntjens J, El Naqa I",100-500
10.1093/eurheartj/ehw302,27436868.0,PMC5837244,2017.0,207,Moving beyond regression techniques in cardiovascular risk prediction: applying machine learning to address analytic challenges.,,"Goldstein BA, Navar AM, Carter RE",100-500
10.1073/pnas.1607183113,27317746.0,PMC4941482,2016.0,207,Caenorhabditis elegans responses to bacteria from its natural habitats.,,"Samuel BS, Rowedder H, Braendle C, Félix MA, Ruvkun G",100-500
10.1073/pnas.1514285112,26351661.0,PMC4586842,2015.0,207,Gut DNA viromes of Malawian twins discordant for severe acute malnutrition.,,"Reyes A, Blanton LV, Cao S, Zhao G, Manary M, Trehan I, Smith MI, Wang D, Virgin HW, Rohwer F, Gordon JI",100-500
10.1016/j.jalz.2015.05.009,26194313.0,PMC4510473,2015.0,207,"Genetic studies of quantitative MCI and AD phenotypes in ADNI: Progress, opportunities, and plans.",,"Saykin AJ, Shen L, Yao X, Kim S, Nho K, Risacher SL, Ramanan VK, Foroud TM, Faber KM, Sarwar N, Munsie LM, Hu X, Soares HD, Potkin SG, Thompson PM, Kauwe JS, Kaddurah-Daouk R, Green RC, Toga AW, Weiner MW, ",100-500
10.1136/bjsports-2013-093154,24297837.0,PMC3947179,2014.0,207,Using accelerometers to measure physical activity in large-scale epidemiological studies: issues and challenges.,,"Lee IM, Shiroma EJ",100-500
10.1126/science.1191150,20558669.0,PMC3412410,2010.0,207,Integrative modeling defines the Nova splicing-regulatory network and its combinatorial controls.,,"Zhang C, Frias MA, Mele A, Ruggiu M, Eom T, Marney CB, Wang H, Licatalosi DD, Fak JJ, Darnell RB",100-500
10.1186/1745-7580-4-2,18221540.0,PMC2248166,2008.0,207,Quantitative peptide binding motifs for 19 human and mouse MHC class I molecules derived using positional scanning combinatorial peptide libraries.,,"Sidney J, Assarsson E, Moore C, Ngo S, Pinilla C, Sette A, Peters B",100-500
10.1371/journal.pone.0251605,33979412.0,PMC8115834,2021.0,206,COVID-19 vaccine rumors and conspiracy theories: The need for cognitive inoculation against misinformation to improve vaccine adherence.,,"Islam MS, Kamal AM, Kabir A, Southern DL, Khan SH, Hasan SMM, Sarkar T, Sharmin S, Das S, Roy T, Harun MGD, Chughtai AA, Homaira N, Seale H",100-500
10.1186/s41747-018-0061-6,30353365.0,PMC6199205,2018.0,206,Artificial intelligence in medical imaging: threat or opportunity? Radiologists again at the forefront of innovation in medicine.,,"Pesapane F, Codari M, Sardanelli F",100-500
10.1016/j.amjmed.2017.10.035,29126825.0,,2018.0,206,Artificial Intelligence in Medical Practice: The Question to the Answer?,,"Miller DD, Brown EW",100-500
10.3389/fpsyt.2016.00205,28101064.0,PMC5209637,2016.0,206,Resting-State Functional Connectivity in Autism Spectrum Disorders: A Review.,,"Hull JV, Dokovna LB, Jacokes ZJ, Torgerson CM, Irimia A, Van Horn JD",100-500
10.1093/nar/gkw1134,27899642.0,PMC5210591,2017.0,206,The UCSC Genome Browser database: 2017 update.,,"Tyner C, Barber GP, Casper J, Clawson H, Diekhans M, Eisenhart C, Fischer CM, Gibson D, Gonzalez JN, Guruvadoo L, Haeussler M, Heitner S, Hinrichs AS, Karolchik D, Lee BT, Lee CM, Nejad P, Raney BJ, Rosenbloom KR, Speir ML, Villarreal C, Vivian J, Zweig AS, Haussler D, Kuhn RM, Kent WJ",100-500
10.1210/er.2013-1048,26067718.0,PMC4523083,2015.0,206,The Treatment of Cushing's Disease.,,"Pivonello R, De Leo M, Cozzolino A, Colao A",100-500
10.1001/jamapsychiatry.2014.1754,25390793.0,PMC4286426,2015.0,206,Predicting suicides after psychiatric hospitalization in US Army soldiers: the Army Study To Assess Risk and rEsilience in Servicemembers (Army STARRS).,,"Kessler RC, Warner CH, Ivany C, Petukhova MV, Rose S, Bromet EJ, Brown M 3rd, Cai T, Colpe LJ, Cox KL, Fullerton CS, Gilman SE, Gruber MJ, Heeringa SG, Lewandowski-Romps L, Li J, Millikan-Bell AM, Naifeh JA, Nock MK, Rosellini AJ, Sampson NA, Schoenbaum M, Stein MB, Wessely S, Zaslavsky AM, Ursano RJ, ",100-500
10.1371/journal.pone.0009202,20186320.0,PMC2826397,2010.0,206,Towards a rigorous assessment of systems biology models: the DREAM3 challenges.,,"Prill RJ, Marbach D, Saez-Rodriguez J, Sorger PK, Alexopoulos LG, Xue X, Clarke ND, Altan-Bonnet G, Stolovitzky G",100-500
10.1007/s10916-023-01925-4,36869927.0,PMC9985086,2023.0,205,Evaluating the Feasibility of ChatGPT in Healthcare: An Analysis of Multiple Clinical and Research Scenarios.,,"Cascella M, Montomoli J, Bellini V, Bignami E",100-500
10.1038/s41587-022-01618-2,36702895.0,PMC10400306,2023.0,205,Large language models generate functional protein sequences across diverse families.,,"Madani A, Krause B, Greene ER, Subramanian S, Mohr BP, Holton JM, Olmos JL Jr, Xiong C, Sun ZZ, Socher R, Fraser JS, Naik N",100-500
10.1038/s43587-021-00082-y,34888528.0,PMC8654267,2021.0,205,"An inflammatory aging clock (iAge) based on deep learning tracks multimorbidity, immunosenescence, frailty and cardiovascular aging.",,"Sayed N, Huang Y, Nguyen K, Krejciova-Rajaniemi Z, Grawe AP, Gao T, Tibshirani R, Hastie T, Alpert A, Cui L, Kuznetsova T, Rosenberg-Hasson Y, Ostan R, Monti D, Lehallier B, Shen-Orr SS, Maecker HT, Dekker CL, Wyss-Coray T, Franceschi C, Jojic V, Haddad F, Montoya JG, Wu JC, Davis MM, Furman D",100-500
10.1117/1.nph.8.1.012101,33442557.0,PMC7793571,2021.0,205,Best practices for fNIRS publications.,,"Yücel MA, Lühmann AV, Scholkmann F, Gervain J, Dan I, Ayaz H, Boas D, Cooper RJ, Culver J, Elwell CE, Eggebrecht A, Franceschini MA, Grova C, Homae F, Lesage F, Obrig H, Tachtsidis I, Tak S, Tong Y, Torricelli A, Wabnitz H, Wolf M",100-500
10.1186/s12968-020-00683-3,33308262.0,PMC7734766,2020.0,205,"Reference ranges (""normal values"") for cardiovascular magnetic resonance (CMR) in adults and children: 2020 update.",,"Kawel-Boehm N, Hetzel SJ, Ambale-Venkatesh B, Captur G, Francois CJ, Jerosch-Herold M, Salerno M, Teague SD, Valsangiacomo-Buechel E, van der Geest RJ, Bluemke DA",100-500
10.15252/embj.2020105380,32657463.0,PMC7429741,2020.0,205,Local externalization of phosphatidylserine mediates developmental synaptic pruning by microglia.,,"Scott-Hewitt N, Perrucci F, Morini R, Erreni M, Mahoney M, Witkowska A, Carey A, Faggiani E, Schuetz LT, Mason S, Tamborini M, Bizzotto M, Passoni L, Filipello F, Jahn R, Stevens B, Matteoli M",100-500
10.1038/s41591-020-0938-9,32572268.0,PMC7603860,2020.0,205,Tau molecular diversity contributes to clinical heterogeneity in Alzheimer's disease.,,"Dujardin S, Commins C, Lathuiliere A, Beerepoot P, Fernandes AR, Kamath TV, De Los Santos MB, Klickstein N, Corjuc DL, Corjuc BT, Dooley PM, Viode A, Oakley DH, Moore BD, Mullin K, Jean-Gilles D, Clark R, Atchison K, Moore R, Chibnik LB, Tanzi RE, Frosch MP, Serrano-Pozo A, Elwood F, Steen JA, Kennedy ME, Hyman BT",100-500
10.1038/nrm.2017.63,28792005.0,PMC5928008,2017.0,205,Splicing and transcription touch base: co-transcriptional spliceosome assembly and function.,,"Herzel L, Ottoz DSM, Alpert T, Neugebauer KM",100-500
10.1126/science.aal4230,28408601.0,,2017.0,205,Semantics derived automatically from language corpora contain human-like biases.,,"Caliskan A, Bryson JJ, Narayanan A",100-500
10.1101/cshperspect.a021691,26238359.0,PMC4526748,2015.0,205,The striatum: where skills and habits meet.,,"Graybiel AM, Grafton ST",100-500
10.1016/j.neuron.2013.12.024,24462093.0,PMC4570830,2014.0,205,CaMKII: claiming center stage in postsynaptic function and organization.,,Hell JW,100-500
10.1371/journal.pone.0083922,24391846.0,PMC3877102,2013.0,205,Combining machine learning systems and multiple docking simulation packages to improve docking prediction reliability for network pharmacology.,,"Hsin KY, Ghosh S, Kitano H",100-500
10.1107/s0909049513010431,23765312.0,PMC3943554,2013.0,205,Upgraded ESRF BM29 beamline for SAXS on macromolecules in solution.,,"Pernot P, Round A, Barrett R, De Maria Antolinos A, Gobbo A, Gordon E, Huet J, Kieffer J, Lentini M, Mattenet M, Morawe C, Mueller-Dieckmann C, Ohlsson S, Schmid W, Surr J, Theveneau P, Zerrad L, McSweeney S",100-500
10.1016/j.neuron.2011.06.039,21867878.0,PMC3163272,2011.0,205,A transcriptomic atlas of mouse neocortical layers.,,"Belgard TG, Marques AC, Oliver PL, Abaan HO, Sirey TM, Hoerder-Suabedissen A, García-Moreno F, Molnár Z, Margulies EH, Ponting CP",100-500
10.1186/1472-6947-6-30,16872495.0,PMC1553439,2006.0,205,"Extracting principal diagnosis, co-morbidity and smoking status for asthma research: evaluation of a natural language processing system.",,"Zeng QT, Goryachev S, Weiss S, Sordo M, Murphy SN, Lazarus R",100-500
10.1038/s41586-022-05165-3,36180795.0,PMC9524349,2022.0,204,Stroke genetics informs drug discovery and risk prediction across ancestries.,,"Mishra A, Malik R, Hachiya T, Jürgenson T, Namba S, Posner DC, Kamanu FK, Koido M, Le Grand Q, Shi M, He Y, Georgakis MK, Caro I, Krebs K, Liaw YC, Vaura FC, Lin K, Winsvold BS, Srinivasasainagendra V, Parodi L, Bae HJ, Chauhan G, Chong MR, Tomppo L, Akinyemi R, Roshchupkin GV, Habib N, Jee YH, Thomassen JQ, Abedi V, Cárcel-Márquez J, Nygaard M, Leonard HL, Yang C, Yonova-Doing E, Knol MJ, Lewis AJ, Judy RL, Ago T, Amouyel P, Armstrong ND, Bakker MK, Bartz TM, Bennett DA, Bis JC, Bordes C, Børte S, Cain A, Ridker PM, Cho K, Chen Z, Cruchaga C, Cole JW, de Jager PL, de Cid R, Endres M, Ferreira LE, Geerlings MI, Gasca NC, Gudnason V, Hata J, He J, Heath AK, Ho YL, Havulinna AS, Hopewell JC, Hyacinth HI, Inouye M, Jacob MA, Jeon CE, Jern C, Kamouchi M, Keene KL, Kitazono T, Kittner SJ, Konuma T, Kumar A, Lacaze P, Launer LJ, Lee KJ, Lepik K, Li J, Li L, Manichaikul A, Markus HS, Marston NA, Meitinger T, Mitchell BD, Montellano FA, Morisaki T, Mosley TH, Nalls MA, Nordestgaard BG, O'Donnell MJ, Okada Y, Onland-Moret NC, Ovbiagele B, Peters A, Psaty BM, Rich SS, Rosand J, Sabatine MS, Sacco RL, Saleheen D, Sandset EC, Salomaa V, Sargurupremraj M, Sasaki M, Satizabal CL, Schmidt CO, Shimizu A, Smith NL, Sloane KL, Sutoh Y, Sun YV, Tanno K, Tiedt S, Tatlisumak T, Torres-Aguila NP, Tiwari HK, Trégouët DA, Trompet S, Tuladhar AM, Tybjærg-Hansen A, van Vugt M, Vibo R, Verma SS, Wiggins KL, Wennberg P, Woo D, Wilson PWF, Xu H, Yang Q, Yoon K, , , , , , , , , , , , , , , , Millwood IY, Gieger C, Ninomiya T, Grabe HJ, Jukema JW, Rissanen IL, Strbian D, Kim YJ, Chen PH, Mayerhofer E, Howson JMM, Irvin MR, Adams H, Wassertheil-Smoller S, Christensen K, Ikram MA, Rundek T, Worrall BB, Lathrop GM, Riaz M, Simonsick EM, Kõrv J, França PHC, Zand R, Prasad K, Frikke-Schmidt R, de Leeuw FE, Liman T, Haeusler KG, Ruigrok YM, Heuschmann PU, Longstreth WT, Jung KJ, Bastarache L, Paré G, Damrauer SM, Chasman DI, Rotter JI, Anderson CD, Zwart JA, Niiranen TJ, Fornage M, Liaw YP, Seshadri S, Fernández-Cadenas I, Walters RG, Ruff CT, Owolabi MO, Huffman JE, Milani L, Kamatani Y, Dichgans M, Debette S",100-500
10.1093/brain/awab446,34919646.0,PMC9050543,2022.0,204,Single-cell sequencing of human midbrain reveals glial activation and a Parkinson-specific neuronal state.,,"Smajić S, Prada-Medina CA, Landoulsi Z, Ghelfi J, Delcambre S, Dietrich C, Jarazo J, Henck J, Balachandran S, Pachchek S, Morris CM, Antony P, Timmermann B, Sauer S, Pereira SL, Schwamborn JC, May P, Grünewald A, Spielmann M",100-500
10.2903/j.efsa.2018.5311,32625944.0,PMC7009395,2018.0,204,Guidance for the identification of endocrine disruptors in the context of Regulations (EU) No 528/2012 and (EC) No 1107/2009.,,", Andersson N, Arena M, Auteri D, Barmaz S, Grignard E, Kienzler A, Lepper P, Lostia AM, Munn S, Parra Morte JM, Pellizzato F, Tarazona J, Terron A, Van der Linden S",100-500
10.1016/j.chaos.2020.109944,32536759.0,PMC7254021,2020.0,204,Application of deep learning for fast detection of COVID-19 in X-Rays using nCOVnet.,,"Panwar H, Gupta PK, Siddiqui MK, Morales-Menendez R, Singh V",100-500
10.1038/s42003-020-0794-7,32139786.0,PMC7058611,2020.0,204,BrainSpace: a toolbox for the analysis of macroscale gradients in neuroimaging and connectomics datasets.,,"Vos de Wael R, Benkarim O, Paquola C, Lariviere S, Royer J, Tavakol S, Xu T, Hong SJ, Langs G, Valk S, Misic B, Milham M, Margulies D, Smallwood J, Bernhardt BC",100-500
10.1186/s12859-019-3220-8,31847804.0,PMC6918593,2019.0,204,Modeling aspects of the language of life through transfer-learning protein sequences.,,"Heinzinger M, Elnaggar A, Wang Y, Dallago C, Nechaev D, Matthes F, Rost B",100-500
10.1093/nar/gky930,30304474.0,PMC6324057,2019.0,204,Genenames.org: the HGNC and VGNC resources in 2019.,,"Braschi B, Denny P, Gray K, Jones T, Seal R, Tweedie S, Yates B, Bruford E",100-500
10.1016/j.media.2012.02.005,22465077.0,PMC3372692,2012.0,204,Machine learning and radiology.,,"Wang S, Summers RM",100-500
10.1016/j.tics.2011.03.006,21497128.0,PMC3170818,2011.0,204,Understanding complexity in the human brain.,,"Bassett DS, Gazzaniga MS",100-500
10.3758/bf03196494,12921412.0,PMC3392189,2003.0,204,Timed picture naming in seven languages.,,"Bates E, D'Amico S, Jacobsen T, Székely A, Andonova E, Devescovi A, Herron D, Lu CC, Pechmann T, Pléh C, Wicha N, Federmeier K, Gerdjikova I, Gutierrez G, Hung D, Hsu J, Iyer G, Kohnert K, Mehotcheva T, Orozco-Figueroa A, Tzeng A, Tzeng O",100-500
10.2196/22280,33079693.0,PMC7652596,2020.0,203,Adoption of Digital Technologies in Health Care During the COVID-19 Pandemic: Systematic Review of Early Scientific Literature.,,"Golinelli D, Boetto E, Carullo G, Nuzzolese AG, Landini MP, Fantini MP",100-500
10.2196/18694,32897239.0,PMC7509623,2020.0,203,"Reliability and Validity of Commercially Available Wearable Devices for Measuring Steps, Energy Expenditure, and Heart Rate: Systematic Review.",,"Fuller D, Colwell E, Low J, Orychock K, Tobin MA, Simango B, Buote R, Van Heerden D, Luan H, Cullen K, Slade L, Taylor NGA",100-500
10.2903/j.efsa.2017.4971,32625632.0,PMC7009893,2017.0,203,Guidance on the use of the weight of evidence approach in scientific assessments.,,", Hardy A, Benford D, Halldorsson T, Jeger MJ, Knutsen HK, More S, Naegeli H, Noteborn H, Ockleford C, Ricci A, Rychen G, Schlatter JR, Silano V, Solecki R, Turck D, Benfenati E, Chaudhry QM, Craig P, Frampton G, Greiner M, Hart A, Hogstrand C, Lambre C, Luttik R, Makowski D, Siani A, Wahlstroem H, Aguilera J, Dorne JL, Fernandez Dumont A, Hempen M, Valtueña Martínez S, Martino L, Smeraldi C, Terron A, Georgiadis N, Younes M",100-500
10.1111/brv.12627,32588508.0,PMC7687187,2020.0,203,Scientists' warning on invasive alien species.,,"Pyšek P, Hulme PE, Simberloff D, Bacher S, Blackburn TM, Carlton JT, Dawson W, Essl F, Foxcroft LC, Genovesi P, Jeschke JM, Kühn I, Liebhold AM, Mandrak NE, Meyerson LA, Pauchard A, Pergl J, Roy HE, Seebens H, van Kleunen M, Vilà M, Wingfield MJ, Richardson DM",100-500
